

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
145.585  000.363  000.363: require('vim.lsp.log')
147.424  000.013  000.013: require('vim.F')
147.434  001.837  001.825: require('vim.lsp.protocol')
148.329  000.448  000.448: require('vim.lsp._snippet')
148.585  000.244  000.244: require('vim.highlight')
148.627  001.181  000.488: require('vim.lsp.util')
148.652  003.859  000.478: require('vim.lsp.handlers')
149.067  000.403  000.403: require('vim.lsp.rpc')
149.400  000.320  000.320: require('vim.lsp.sync')
149.932  000.516  000.516: require('vim.lsp.buf')
150.285  000.341  000.341: require('vim.lsp.diagnostic')
150.624  000.328  000.328: require('vim.lsp.codelens')
150.798  006.531  000.763: require('vim.lsp')
150.952  006.847  000.316: require('lspconfig.util')
151.448  000.129  000.129: require('mason-core.functional.table')
151.555  000.536  000.407: require('mason-lspconfig.mappings.server')
151.955  000.142  000.142: require('mason-core.async')
152.073  000.106  000.106: require('mason-core.async.uv')
152.090  000.396  000.148: require('mason-core.fs')
152.328  000.229  000.229: require('mason-core.optional')
152.553  000.180  000.180: require('mason-core.EventEmitter')
152.851  000.288  000.288: require('mason-registry.index')
152.882  001.317  000.223: require('mason-registry')
153.009  000.118  000.118: require('mason-lspconfig.server_config_extensions')
153.149  000.132  000.132: require('lspconfig.configs')
153.354  000.141  000.141: require('lspconfig.server_configurations.omnisharp')
153.678  000.126  000.126: require('mason-lspconfig.ensure_installed')
154.131  000.118  000.118: require('mason-core.result')
154.709  000.316  000.316: require('mason-core.process')
154.935  000.655  000.339: require('mason-core.spawn')
155.091  000.141  000.141: require('mason-core.receipt')
155.236  000.121  000.121: require('mason-core.functional.string')
155.273  001.131  000.214: require('mason-core.installer.context')
155.451  000.170  000.170: require('mason-core.installer.linker')
155.579  000.119  000.119: require('mason-core.async.control')
155.594  001.760  000.221: require('mason-core.installer')
155.791  000.190  000.190: require('mason-core.installer.handle')
156.477  000.136  000.136: require('mason-core.managers.powershell')
156.487  000.262  000.125: require('mason-core.fetch')
156.491  000.373  000.112: require('mason-core.managers.cargo.client')
156.781  000.145  000.145: require('mason-core.managers.std')
157.036  000.113  000.113: require('mason-core.providers')
157.068  000.278  000.165: require('mason-core.managers.github.client')
157.087  000.590  000.167: require('mason-core.managers.github')
157.128  001.163  000.200: require('mason-core.managers.cargo')
157.396  000.261  000.261: require('mason-core.managers.composer')
157.610  000.204  000.204: require('mason-core.managers.gem')
157.846  000.227  000.227: require('mason-core.managers.git')
158.115  000.258  000.258: require('mason-core.managers.go')
158.347  000.222  000.222: require('mason-core.managers.luarocks')
158.521  000.166  000.166: require('mason-core.managers.npm')
158.699  000.169  000.169: require('mason-core.managers.pip3')
158.717  002.901  000.231: require('mason-core.package.version-check')
158.729  005.041  000.190: require('mason-core.package')
158.981  000.199  000.199: require('mason-registry.python-lsp-server')
159.388  000.225  000.225: require('mason-registry.pyright')
159.591  000.170  000.170: require('mason-registry.clangd')
159.798  000.143  000.143: require('mason-registry.lua-language-server')
160.065  000.109  000.109: require('mason-core.functional.number')
160.130  000.320  000.211: require('mason-lspconfig.api.command')
160.227  024.263  002.247: require('user.pack')
164.349  004.113  004.113: require('user.opts')
164.529  000.017  000.017: require('vim.keymap')
166.976  002.613  002.595: require('user.keys')
167.104  000.115  000.115: require('user.utils')
168.125  000.201  000.201: require('vim.treesitter.language')
168.149  000.607  000.406: require('vim.treesitter.query')
169.314  000.305  000.305: require('vim.treesitter.languagetree')
169.420  000.637  000.332: require('vim.treesitter')
169.779  001.356  000.719: require('nvim-treesitter.parsers')
169.945  000.156  000.156: require('nvim-treesitter.utils')
169.972  001.684  000.173: require('nvim-treesitter.ts_utils')
169.986  001.828  000.144: require('nvim-treesitter.tsrange')
170.110  000.116  000.116: require('nvim-treesitter.caching')
170.133  002.729  000.178: require('nvim-treesitter.query')
170.171  002.956  000.227: require('nvim-treesitter.configs')
170.660  000.132  000.132: require('nvim-treesitter.info')
170.832  000.161  000.161: require('nvim-treesitter.shell_command_selectors')
170.890  000.572  000.280: require('nvim-treesitter.install')
173.491  006.376  002.847: require('plugins.treesitter')
173.882  000.118  000.118: require('telescope._extensions')
173.894  000.246  000.127: require('telescope')
174.805  000.115  000.115: require('plenary.bit')
174.927  000.112  000.112: require('plenary.functional')
175.029  000.050  000.050: require('ffi')
175.058  000.546  000.268: require('plenary.path')
175.076  000.679  000.133: require('plenary.strings')
175.190  000.108  000.108: require('telescope.deprecated')
175.699  000.199  000.199: require('plenary.log')
175.745  000.344  000.145: require('telescope.log')
176.104  000.174  000.174: require('plenary.job')
176.218  000.103  000.103: require('telescope.state')
176.237  000.483  000.206: require('telescope.utils')
176.299  001.101  000.273: require('telescope.sorters')
176.440  000.113  000.113: require('vim.inspect')
180.461  006.264  004.263: require('telescope.config')
180.773  000.131  000.131: require('plenary.window.border')
180.884  000.102  000.102: require('plenary.window')
180.988  000.095  000.095: require('plenary.popup.utils')
181.001  000.524  000.196: require('plenary.popup')
181.119  000.112  000.112: require('telescope.pickers.scroller')
181.236  000.109  000.109: require('telescope.actions.state')
181.422  000.157  000.157: require('telescope.actions.utils')
181.674  000.113  000.113: require('telescope.actions.mt')
181.723  000.288  000.175: require('telescope.actions.set')
185.080  000.249  000.249: require('telescope.config.resolve')
185.098  003.368  003.119: require('telescope.pickers.entry_display')
185.209  000.104  000.104: require('telescope.from_entry')
185.728  011.827  000.902: require('telescope.actions')
187.024  000.115  000.115: require('plenary.tbl')
187.038  000.249  000.134: require('plenary.vararg.rotate')
187.042  000.375  000.126: require('plenary.vararg')
187.152  000.105  000.105: require('plenary.errors')
187.168  000.673  000.193: require('plenary.async.async')
187.306  000.132  000.132: require('plenary.async.structs')
187.323  000.977  000.173: require('plenary.async.control')
187.796  000.303  000.303: require('telescope.make_entry')
188.275  000.129  000.129: require('plenary.async.util')
188.284  000.239  000.111: require('plenary.async.tests')
188.289  000.359  000.120: require('plenary.async')
188.299  000.490  000.130: require('telescope.finders.async_static_finder')
188.667  000.103  000.103: require('plenary.class')
188.707  000.276  000.173: require('telescope._')
188.714  000.409  000.132: require('telescope.finders.async_oneshot_finder')
188.842  000.123  000.123: require('telescope.finders.async_job_finder')
188.855  001.523  000.200: require('telescope.finders')
189.365  000.208  000.208: require('telescope.debounce')
189.617  000.240  000.240: require('telescope.mappings')
189.775  000.144  000.144: require('telescope.pickers.highlights')
189.917  000.133  000.133: require('telescope.pickers.window')
190.191  000.128  000.128: require('telescope.algos.linked_list')
190.202  000.278  000.150: require('telescope.entry_manager')
190.338  000.127  000.127: require('telescope.pickers.multi')
190.385  001.523  000.394: require('telescope.pickers')
190.408  004.255  000.231: require('telescope.builtin.__lsp')
190.476  004.679  000.424: require('telescope.builtin')
190.945  000.306  000.306: require('fzf_lib')
190.964  000.479  000.174: require('telescope._extensions.fzf')
191.530  000.189  000.189: require('telescope._extensions.file_browser.utils')
191.695  000.574  000.385: require('telescope._extensions.file_browser.actions')
192.084  000.226  000.226: require('telescope._extensions.file_browser.make_entry')
192.318  000.219  000.219: require('plenary.scandir')
192.385  000.680  000.234: require('telescope._extensions.file_browser.finders')
192.572  000.179  000.179: require('telescope._extensions.file_browser.picker')
192.789  000.204  000.204: require('telescope._extensions.file_browser.config')
192.798  001.816  000.178: require('telescope._extensions.file_browser')
196.373  022.868  003.820: require('plugins.telescope')
198.321  000.151  000.151: require('notify.util.queue')
198.349  000.352  000.201: require('notify.util')
198.655  000.300  000.300: require('notify.config.highlights')
198.676  000.878  000.226: require('notify.config')
198.786  000.103  000.103: require('notify.stages')
198.899  000.105  000.105: require('notify.service.notification')
199.693  000.544  000.544: require('notify.animate.spring')
199.702  000.649  000.105: require('notify.animate')
199.725  000.819  000.169: require('notify.windows')
200.602  000.305  000.305: require('notify.service.buffer.highlights')
200.631  000.644  000.339: require('notify.service.buffer')
200.650  000.920  000.276: require('notify.service')
201.309  000.654  000.654: require('notify.stages.util')
201.420  003.906  000.426: require('notify')
201.685  000.256  000.256: require('nvim-tree.iterators.node-iterator')
201.851  004.515  000.353: require('nvim-tree.utils')
201.890  004.697  000.182: require('nvim-tree.events')
202.752  000.291  000.291: require('nvim-tree.log')
203.076  000.311  000.311: require('nvim-tree.git.utils')
203.386  000.303  000.303: require('nvim-tree.git.runner')
203.686  000.292  000.292: require('nvim-tree.watcher')
203.713  001.543  000.347: require('nvim-tree.git')
203.972  000.253  000.253: require('nvim-tree.explorer.watch')
204.224  000.245  000.245: require('nvim-tree.explorer.common')
204.777  000.270  000.270: require('nvim-tree.explorer.node-builders')
205.016  000.228  000.228: require('nvim-tree.explorer.sorters')
205.321  000.297  000.297: require('nvim-tree.explorer.filters')
206.417  000.781  000.781: require('nvim-tree.view')
206.508  001.168  000.387: require('nvim-tree.live-filter')
206.540  002.308  000.344: require('nvim-tree.explorer.explore')
206.934  000.384  000.384: require('nvim-tree.explorer.reload')
206.968  005.071  000.338: require('nvim-tree.explorer')
207.001  009.907  000.139: require('nvim-tree.core')
207.443  000.433  000.433: require('nvim-tree.diagnostics')
207.793  000.318  000.318: require('nvim-tree.renderer.components.padding')
208.176  000.371  000.371: require('nvim-tree.renderer.components.icons')
208.481  000.293  000.293: require('nvim-tree.renderer.components.full-name')
208.592  000.101  000.101: require('nvim-tree.renderer.help')
208.722  000.122  000.122: require('nvim-tree.renderer.components.git')
208.890  000.160  000.160: require('nvim-tree.renderer.builder')
209.001  000.101  000.101: require('nvim-tree.marks')
209.013  012.050  000.244: require('nvim-tree.renderer')
209.129  000.103  000.103: require('nvim-tree.actions.tree-modifiers.collapse-all')
209.250  000.114  000.114: require('nvim-tree.actions.root.dir-up')
209.362  000.104  000.104: require('nvim-tree.actions.root.change-dir')
209.469  000.099  000.099: require('nvim-tree.actions.reloaders.reloaders')
209.573  000.096  000.096: require('nvim-tree.actions.finders.find-file')
209.579  012.787  000.221: require('nvim-tree.lib')
209.692  000.106  000.106: require('nvim-tree.colors')
209.826  000.124  000.124: require('nvim-tree.legacy')
209.958  000.122  000.122: require('nvim-tree.actions.fs.copy-paste')
210.173  000.100  000.100: require('nvim-tree.actions.tree-modifiers.expand-all')
210.278  000.097  000.097: require('nvim-tree.actions.tree-modifiers.toggles')
210.396  000.102  000.102: require('nvim-tree.actions.fs.create-file')
210.499  000.094  000.094: require('nvim-tree.actions.fs.rename-file')
210.635  000.128  000.128: require('nvim-tree.actions.fs.trash')
210.745  000.102  000.102: require('nvim-tree.actions.fs.remove-file')
210.846  000.090  000.090: require('nvim-tree.actions.moves.parent')
210.943  000.090  000.090: require('nvim-tree.actions.moves.sibling')
211.041  000.089  000.089: require('nvim-tree.actions.moves.item')
211.156  000.096  000.096: require('nvim-tree.actions.finders.search-node')
211.252  000.088  000.088: require('nvim-tree.actions.node.run-command')
211.374  000.116  000.116: require('nvim-tree.actions.node.file-popup')
211.491  000.110  000.110: require('nvim-tree.actions.node.system-open')
211.598  000.096  000.096: require('nvim-tree.marks.bulk-move')
211.605  001.636  000.236: require('nvim-tree.actions.dispatch')
211.636  015.115  000.339: require('nvim-tree')
211.723  000.081  000.081: require('nvim-tree.config')
216.397  000.181  000.181: require('nvim-tree.actions')
216.541  000.126  000.126: require('nvim-tree.actions.node.open-file')
219.115  000.100  000.100: require('nvim-tree.marks.navigation')
219.127  000.295  000.196: require('nvim-tree.api')
219.149  000.446  000.150: require('nvim-tree.keymap')
220.025  000.394  000.394: require('nvim-web-devicons')
224.206  027.820  011.477: require('plugins.nvim-tree')
224.669  000.079  000.079: require('cmp.utils.debug')
224.883  000.121  000.121: require('cmp.utils.char')
224.897  000.219  000.099: require('cmp.utils.str')
225.033  000.083  000.083: require('cmp.utils.pattern')
225.312  000.089  000.089: require('cmp.utils.misc')
225.423  000.083  000.083: require('cmp.utils.buffer')
225.520  000.090  000.090: require('cmp.utils.api')
225.531  000.405  000.143: require('cmp.utils.keymap')
225.567  000.526  000.121: require('cmp.utils.feedkeys')
225.675  000.101  000.101: require('cmp.utils.async')
225.984  000.082  000.082: require('cmp.types.cmp')
226.180  000.188  000.188: require('cmp.types.lsp')
226.270  000.080  000.080: require('cmp.types.vim')
226.275  000.505  000.154: require('cmp.types')
226.357  000.077  000.077: require('cmp.utils.cache')
226.365  000.682  000.101: require('cmp.context')
226.648  000.094  000.094: require('cmp.config.mapping')
226.846  000.095  000.095: require('cmp.config.compare')
226.852  000.192  000.097: require('cmp.config.default')
226.876  000.407  000.121: require('cmp.config')
227.074  000.080  000.080: require('cmp.matcher')
227.085  000.204  000.124: require('cmp.entry')
227.100  000.730  000.119: require('cmp.source')
227.268  000.076  000.076: require('cmp.utils.event')
227.463  000.101  000.101: require('cmp.utils.window')
227.471  000.195  000.094: require('cmp.view.docs_view')
227.674  000.086  000.086: require('cmp.utils.autocmd')
227.694  000.218  000.132: require('cmp.view.custom_entries_view')
227.815  000.116  000.116: require('cmp.view.wildmenu_entries_view')
227.925  000.103  000.103: require('cmp.view.native_entries_view')
228.024  000.093  000.093: require('cmp.view.ghost_text_view')
228.038  000.934  000.133: require('cmp.view')
228.105  003.639  000.284: require('cmp.core')
228.404  000.087  000.087: require('cmp.config.sources')
228.490  000.076  000.076: require('cmp.config.window')
228.591  004.243  000.442: require('cmp')
229.006  000.116  000.116: require('symbols-outline.config')
229.012  000.206  000.090: require('symbols-outline.symbols')
229.109  000.092  000.092: require('symbols-outline.ui')
229.277  000.159  000.159: require('symbols-outline.utils.table')
229.373  000.087  000.087: require('symbols-outline.folding')
229.380  000.667  000.123: require('symbols-outline.parser')
229.478  000.093  000.093: require('symbols-outline.providers.init')
229.586  000.100  000.100: require('symbols-outline.writer')
229.681  000.087  000.087: require('symbols-outline.utils.init')
229.771  000.084  000.084: require('symbols-outline.view')
229.786  001.187  000.156: require('symbols-outline')
230.026  000.115  000.115: require('symbols-outline.preview')
230.191  000.150  000.150: require('lspkind')
232.001  007.783  002.088: require('plugins.cmp')
232.565  000.110  000.110: require('luasnip.session')
232.717  000.142  000.142: require('luasnip.util.util')
232.811  000.086  000.086: require('luasnip.util.types')
233.006  000.091  000.091: require('luasnip.util.ext_opts')
233.016  000.194  000.103: require('luasnip.nodes.util')
233.107  000.085  000.085: require('luasnip.util.events')
233.128  000.768  000.151: require('luasnip.nodes.node')
233.374  000.095  000.095: require('luasnip.util.extend_decorator')
233.386  000.252  000.158: require('luasnip.nodes.insertNode')
233.510  000.118  000.118: require('luasnip.nodes.textNode')
233.622  000.100  000.100: require('luasnip.util.mark')
234.401  000.676  000.676: require('luasnip.util._builtin_vars')
234.660  001.032  000.356: require('luasnip.util.environ')
234.782  000.112  000.112: require('luasnip.util.pattern_tokenizer')
234.876  000.086  000.086: require('luasnip.util.dict')
234.998  000.115  000.115: require('luasnip.session.snippet_collection')
235.107  002.889  000.305: require('luasnip.nodes.snippet')
235.322  000.090  000.090: require('luasnip.loaders._caches')
235.458  000.128  000.128: require('luasnip.util.path')
235.508  000.387  000.168: require('luasnip.loaders')
235.694  000.154  000.154: require('luasnip.nodes.functionNode')
235.883  000.180  000.180: require('luasnip.nodes.choiceNode')
236.041  000.148  000.148: require('luasnip.nodes.dynamicNode')
236.222  000.175  000.175: require('luasnip.nodes.restoreNode')
236.605  000.101  000.101: require('luasnip.util.parser.neovim_ast')
241.022  000.117  000.117: require('luasnip.util.directed_graph')
241.039  004.651  004.433: require('luasnip.util.parser.ast_utils')
241.265  000.095  000.095: require('luasnip.util.functions')
241.279  000.233  000.138: require('luasnip.util.parser.ast_parser')
241.479  000.194  000.194: require('luasnip.util.parser.neovim_parser')
241.585  000.097  000.097: require('luasnip.util.str')
241.599  005.324  000.148: require('luasnip.util.parser')
241.835  000.098  000.098: require('luasnip.extras.filetype_functions')
241.982  000.110  000.110: require('luasnip.extras')
242.100  000.106  000.106: require('luasnip.extras.fmt')
242.382  000.096  000.096: require('luasnip.extras.conditions')
242.481  000.090  000.090: require('luasnip.extras.conditions.show')
242.587  000.387  000.201: require('luasnip.extras.conditions.expand')
242.593  000.485  000.097: require('luasnip.extras.expand_conditions')
242.704  000.099  000.099: require('luasnip.nodes.absolute_indexer')
243.061  001.457  000.559: require('luasnip.config')
243.072  010.977  000.264: require('luasnip')
243.295  000.106  000.106: require('luasnip.loaders.util')
243.309  000.230  000.124: require('luasnip.loaders.from_lua')
252.737  020.724  009.517: require('plugins.luasnip')
253.127  000.139  000.139: require('colorizer/nvim')
253.477  000.341  000.341: require('colorizer/trie')
253.832  000.990  000.510: require('colorizer')
255.629  002.875  001.885: require('plugins.colorizer')
256.054  000.099  000.099: require('prettier.utils')
256.086  000.269  000.170: require('prettier.options')
256.716  000.193  000.193: require('null-ls.methods')
256.743  000.342  000.149: require('null-ls.utils')
257.128  000.376  000.376: require('vim.diagnostic')
257.153  000.851  000.133: require('null-ls.config')
257.342  000.088  000.088: require('null-ls.helpers.cache')
257.469  000.119  000.119: require('null-ls.helpers.diagnostics')
257.567  000.091  000.091: require('null-ls.helpers.formatter_factory')
257.797  000.099  000.099: require('null-ls.logger')
257.904  000.100  000.100: require('null-ls.state')
257.912  000.337  000.138: require('null-ls.helpers.generator_factory')
258.115  000.097  000.097: require('null-ls.helpers.command_resolver')
258.122  000.204  000.107: require('null-ls.helpers.make_builtin')
258.227  000.096  000.096: require('null-ls.helpers.range_formatting_args_factory')
258.232  001.072  000.137: require('null-ls.helpers')
258.461  000.110  000.110: require('null-ls.diagnostics')
258.485  000.248  000.138: require('null-ls.sources')
258.591  000.098  000.098: require('null-ls.builtins')
258.598  002.390  000.122: require('null-ls')
258.688  000.085  000.085: require('prettier.cli')
258.696  002.604  000.129: require('prettier.null-ls')
258.705  002.980  000.107: require('prettier')
258.965  003.324  000.344: require('plugins.prettier')
259.135  000.086  000.086: require('git')
259.259  000.116  000.116: require('git.config')
259.443  000.468  000.265: require('plugins.git')
259.741  000.088  000.088: require('gitsigns.async')
259.837  000.087  000.087: require('gitsigns.status')
260.102  000.100  000.100: require('gitsigns.debug')
260.213  000.103  000.103: require('gitsigns.util')
260.411  000.097  000.097: require('gitsigns.uv')
260.418  000.198  000.101: require('gitsigns.subprocess')
260.850  000.090  000.090: require('gitsigns.message')
260.882  000.270  000.181: require('gitsigns.config')
260.977  000.087  000.087: require('gitsigns.signs.base')
260.983  000.456  000.099: require('gitsigns.signs')
260.992  000.569  000.113: require('gitsigns.hunks')
261.009  001.166  000.195: require('gitsigns.git')
261.228  000.089  000.089: require('gitsigns.cache')
261.327  000.090  000.090: require('gitsigns.debounce')
261.419  000.082  000.082: require('gitsigns.diff')
261.446  000.432  000.170: require('gitsigns.manager')
261.566  000.114  000.114: require('gitsigns.highlight')
261.587  002.067  000.182: require('gitsigns')
262.899  000.126  000.126: require('gitsigns.signs.vimfn')
265.388  005.937  003.744: require('plugins.gitsigns')
265.835  000.116  000.116: require('neoscroll.config')
265.983  000.107  000.107: require('neoscroll.utils')
266.130  000.570  000.347: require('neoscroll')
266.696  001.284  000.714: require('plugins.neoscroll')
267.255  000.100  000.100: require('cmp_nvim_lsp.source')
267.265  000.240  000.140: require('cmp_nvim_lsp')
267.371  000.098  000.098: require('lspconfig')
267.523  000.106  000.106: require('lspconfig.server_configurations.pylsp')
268.339  000.136  000.136: require('mason-lspconfig.server_configurations.pylsp')
268.761  000.123  000.123: require('lspconfig.server_configurations.clangd')
270.914  000.135  000.135: require('lspconfig.server_configurations.sumneko_lua')
272.700  005.994  005.157: require('plugins.lsp')
273.072  000.094  000.094: require('nvim-autopairs._log')
273.200  000.120  000.120: require('nvim-autopairs.utils')
273.545  000.120  000.120: require('nvim-autopairs.conds')
273.556  000.231  000.111: require('nvim-autopairs.rule')
273.565  000.356  000.125: require('nvim-autopairs.rules.basic')
273.583  000.770  000.199: require('nvim-autopairs')
273.770  000.129  000.129: require('nvim-autopairs.fastwrap')
274.199  000.114  000.114: require('nvim-autopairs.ts-conds')
274.206  000.223  000.109: require('nvim-autopairs.rules.ts_basic')
274.416  000.204  000.204: require('vim.treesitter.highlighter')
275.499  000.097  000.097: require('nvim-autopairs.completion.handlers')
275.512  000.227  000.130: require('nvim-autopairs.completion.cmp')
275.535  002.823  001.270: require('plugins.autopairs')
275.784  000.163  000.163: require('null-ls.builtins.formatting.prettierd')
275.957  000.160  000.160: require('null-ls.builtins.formatting.stylua')
276.087  000.119  000.119: require('null-ls.builtins.formatting.shfmt')
276.697  000.143  000.143: require('null-ls.client')
276.749  001.208  000.623: require('plugins.null-ls')
276.835  000.077  000.077: require('plugins.web-devicons')
277.308  000.087  000.087: require('zen-mode.util')
277.360  000.231  000.144: require('zen-mode.config')
277.473  000.103  000.103: require('zen-mode.plugins')
277.483  000.463  000.129: require('zen-mode.view')
277.489  000.581  000.117: require('zen-mode')
277.609  000.766  000.186: require('plugins.zen-mode')
281.743  000.103  000.103: require('doom-one.utils')
281.865  000.111  000.111: require('doom-one.colors')
281.888  000.553  000.339: require('doom-one')
284.710  004.369  003.816: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/doom-one.nvim/colors/doom-one.lua
288.529  000.264  000.264: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/syntax/synload.vim
288.915  000.056  000.056: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/filetype.nvim/filetype.vim
290.015  000.076  000.076: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/filetype.lua
291.140  000.947  000.947: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/filetype.vim
291.933  000.145  000.145: require('filetype')
292.056  005.268  003.778: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/syntax/syntax.vim
292.458  000.136  000.136: require('notify.stages.fade_in_slide_out')
292.547  014.929  005.157: require('plugins.colorscheme')
292.917  000.104  000.104: require('heirline.conditions')
293.058  000.133  000.133: require('heirline.utils')
293.418  000.103  000.103: require('heirline.highlights')
293.431  000.225  000.122: require('heirline.statusline')
293.440  000.345  000.120: require('heirline')
293.608  000.152  000.152: require('nvim-navic')
297.464  004.905  004.171: require('plugins.heirline')
297.566  205.777  003.783: sourcing /home/srdusr/.config/nvim/init.lua
297.591  009.206: sourcing vimrc file(s)
303.705  000.977  000.977: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/gzip.vim
303.864  000.067  000.067: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/health.vim
306.652  001.361  001.361: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
307.141  003.193  001.832: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/matchit.vim
307.686  000.422  000.422: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/matchparen.vim
307.870  000.095  000.095: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/netrwPlugin.vim
308.312  000.022  000.022: sourcing /home/srdusr/.local/share/nvim/rplugin.vim
308.333  000.377  000.355: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/rplugin.vim
308.625  000.207  000.207: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/shada.vim
308.799  000.064  000.064: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/spellfile.vim
308.973  000.075  000.075: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/tarPlugin.vim
309.143  000.077  000.077: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/tohtml.vim
309.309  000.060  000.060: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/tutor.vim
310.041  000.641  000.641: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/zipPlugin.vim
310.352  000.039  000.039: sourcing /usr/share/vim/vimfiles/plugin/fzf.vim
311.821  000.108  000.108: require('leap')
311.932  000.101  000.101: require('leap.user')
312.996  000.150  000.150: require('fidget.log')
313.015  000.335  000.185: require('fidget')
313.197  000.163  000.163: require('fidget.spinners')
313.945  000.087  000.087: require('crates.time')
313.955  000.194  000.107: require('crates.types')
313.961  000.338  000.144: require('crates.semver')
315.527  001.478  001.478: require('crates.config')
315.681  000.144  000.144: require('crates.toml')
315.689  001.724  000.102: require('crates.state')
315.720  002.229  000.167: require('crates.util')
315.730  002.350  000.121: require('crates.actions')
316.011  000.176  000.176: require('crates.api')
316.106  000.087  000.087: require('crates.async')
316.228  000.114  000.114: require('crates.diagnostic')
316.340  000.103  000.103: require('crates.ui')
316.352  000.616  000.136: require('crates.core')
316.579  000.117  000.117: require('crates.popup.common')
316.696  000.109  000.109: require('crates.popup.crate')
316.821  000.118  000.118: require('crates.popup.dependencies')
316.977  000.149  000.149: require('crates.popup.features')
317.106  000.122  000.122: require('crates.popup.versions')
317.118  000.761  000.146: require('crates.popup')
317.131  003.866  000.139: require('crates')
320.064  000.134  000.134: require('flit')
321.279  000.472  000.472: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
323.242  012.747  007.568: sourcing /home/srdusr/.config/nvim/plugin/packer_compiled.lua
324.142  000.104  000.104: sourcing /tmp/.mount_nvimJz8Zgw/usr/share/nvim/runtime/plugin/man.lua
324.347  007.613: loading rtp plugins
326.350  000.093  000.093: require('Comment.config')
326.662  000.158  000.158: require('Comment.ft')
326.672  000.312  000.155: require('Comment.utils')
326.784  000.106  000.106: require('Comment.opfunc')
326.904  000.113  000.113: require('Comment.extra')
326.917  000.793  000.168: require('Comment.api')
327.133  001.087  000.295: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/Comment.nvim/plugin/Comment.lua
327.464  000.158  000.158: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/FixCursorHold.nvim/plugin/fix_cursorhold_nvim.vim
328.177  000.466  000.466: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
328.972  000.177  000.177: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/plugin/crates.vim
329.605  000.040  000.040: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/fzf/plugin/fzf.vim
330.862  000.696  000.696: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/leap.nvim/plugin/init.lua
331.374  000.070  000.070: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nightfox.nvim/plugin/nightfox.vim
332.020  000.358  000.358: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/numbers.vim/plugin/numbers.vim
332.651  000.111  000.111: require('cmp.utils.highlight')
333.409  000.985  000.874: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
333.620  000.030  000.030: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-code-action-menu/plugin/code_action_menu.vim
333.938  000.077  000.077: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.vim
334.398  000.159  000.159: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-dap/plugin/dap.lua
335.017  000.212  000.212: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
335.728  000.100  000.100: require('nvim-treesitter.statusline')
335.886  000.148  000.148: require('nvim-treesitter.query_predicates')
335.894  000.387  000.139: require('nvim-treesitter')
336.734  001.306  000.919: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
337.221  000.264  000.264: require('treesitter-context')
337.232  000.305  000.041: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-context/plugin/treesitter-context.vim
